Khái niệm \"đường bộ\" được hiểu như thế nào là đúng? Đường bộ gồm:|1- Đường, cầu đường bộ.|2- Hầm đường bộ, bến phà đường bộ.|3- Đường, cầu đường bộ, hầm đường bộ, bến phà đường bộ và các công trình phụ trợ khác.|||3|1|1|2|1|1
Hãy nêu công dụng hộp số ô tô?|1- Truyền và tăng mô men xoắn giữa các trục vuông góc nhau, đảm bảo cho các bánh xe chủ động quay với tốc độ khác nhau khi sức cản chuyển động ở bánh xe hai bên không bằng nhau.|2- Truyền và thay đổi mô men xoắn giữa các trục không cùng nằm trên một đường thẳng và góc lệch trục luôn thay đổi trong quá trình ô tô chuyển động, chuyển số êm dịu, dễ điều khiển.|3- Truyền và thay đổi mô men từ động cơ đến bánh xe chủ động, cắt truyền động từ động cơ đến bánh xe chủ động, đảm bảo cho ô tô chuyển động lùi.|||4|5|0|0|0|1
Hãy nêu công dụng hệ thống lái của ô tô?|1- Dùng để thay đổi mô men từ động cơ tới các bánh xe chủ động khi ô tô chuyển động theo hướng xác định.|2- Dùng để thay đổi mô men giữa các trục vuông góc nhau khi ô tô chuyển động theo hướng xác định.|3- Dùng để thay đổi hướng chuyển động hoặc giữ cho ô tô chuyển động ổn định theo hướng xác định.|||4|5|0|0|0|1
Hãy nêu công dụng hệ thống phanh của ô tô?|1- Dùng để giảm tốc độ, dừng chuyển động của ô tô và giữ cho ô tô đứng yên trên dốc.|2- Dùng để thay đổi hướng chuyển động hoặc giữ cho ô tô chuyển động ổn định theo hướng xác định.|3- Dùng để truyền hoặc ngắt truyền động từ động cơ đến bánh xe chủ động của ô tô.|||1|5|0|0|0|1
Biển nào cấm người đi bộ?|1- Biển 1.|2- Biển 1 và 3.|3- Biển 2.|4- Biển 2 và 3.|256|4|6|1|1|1|1
Gặp biển nào người lái xe phải nhường đường cho người đi bộ?|1- Biển 1.|2- Biển 3.|3- Biển 2.|4- Biển 1 và 3.|256|1|6|1|1|1|1
Biển nào chỉ đường dành cho người đi bộ, các loại xe không được đi vào khi gặp biển này?|1- Biển 1.|2- Biển 1 và 3.|3- Biển 3.|4- Cả ba biển.|256|4|6|1|1|1|1
Biển nào cấm mọi loại xe cơ giới đi vào, trừ xe gắn máy, mô tô 2 bánh và các loại xe ưu tiên theo luật định?|1- Biển 1.|2- Biển 2.|3- Biển 1 và 3.|4- Cả ba biển.|259|1|6|0|1|1|1
Biển nào cấm ô tô tải?|1- Cả ba biển.|2- Biển 2 và 3.|3- Biển 1 và 3.|4- Biển 1 và 2.|260|8|6|0|1|1|1
Biển nào cấm máy kéo?|1- Biển 2 và 3.|2- Biển 1 và 3.|3- Cả ba biển.|4- Biển 1.|261|1|6|0|1|1|1
Biển nào báo hiệu sắp đến chỗ giao nhau nguy hiểm?|1- Biển 1 và 2.|2- Biển 2 và 3.|3- Biển 1.|4- Cả ba biển.|262|2|6|1|1|1|1
Biển nào báo hiệu sắp đến chỗ giao nhau với đường sắt có rào chắn?|1- Biển 1.|2- Biển 2 và 3.|3- Biển 3.||263|1|6|1|1|1|1
Biển nào báo hiệu giao nhau có tín hiệu đèn?|1- Biển 2.|2- Biển 1.|3- Biển 3.|4- Cả ba biển.|263|4|6|1|1|1|1
Biển nào báo hiệu nguy hiểm giao nhau với đường sắt?|1- Biển 1 và 3.|2- Biển 1 và 2.|3- Biển 2 và 3.|4- Cả ba biển.|265|1|6|1|1|1|1
Biển nào báo hiệu đường sắt giao nhau với đường bộ không có rào chắn?|1- Biển 1 và 2.|2- Biển 2 và 3.|3- Biển 1 và 3.|4- Cả ba biển.|266|2|6|1|1|1|1
Biển nào báo hiệu cửa chui?|1- Biển 1.|2- Biển 2.|3- Biển 3.||267|2|6|0|1|1|1
Biển nào báo hiệu \"Hết đoạn đường ưu tiên\"?|1- Biển 3.|2- Biển 1.|3- Biển 2.||268|1|6|1|1|1|1
Biển nào báo hiệu, chỉ dẫn xe đi trên đường này được quyền ưu tiên qua nơi giao nhau?|1- Biển 1 và 2.|2- Biển 1 và 3.|3- Cả ba biển.|4- Biển 2 và 3.|269|2|6|1|1|1|1
Biển nào báo hiệu giao nhau với đường không ưu tiên?|1- Biển 1.|2- Biển 2 và 3.|3- Biển 2.|4- Biển 3.|269|1|6|1|1|1|1
Biển nào báo hiệu giao nhau với đường ưu tiên?|1- Biển 1 và 3.|2- Biển 2.|3- Biển 3.||269|2|6|1|1|1|1
Biển nào báo hiệu nguy hiểm đường bị hẹp?|1- Biển 1 và 3.|2- Biển 2 và 3.|3- Cả ba biển.|4- Biển 1 và 2.|272|8|6|0|1|1|1
Khi gặp biển nào, người lái xe phải giảm tốc độ, chú ý xe đi ngược chiều, xe đi ở phía đường bị hẹp phải nhường đường cho xe đi ngược chiều?|1- Biển 1.|2- Biển 2 và 3.|3- Cả ba biển.|4- Biển 1 và 3.|273|2|6|0|1|1|1
Biển nào báo hiệu giao nhau với đường ưu tiên?|1- Biển 1.|2- Biển 3.|3- Biển 2.|4- Cả ba biển.|274|2|6|1|1|1|1
Biển nào báo hiệu \"Đường giao nhau\" của các tuyến đường cùng cấp?|1- Biển 1.|2- Biển 3.|3- Biển 2.||274|1|6|1|1|0|1
Biển nào báo hiệu giao nhau với đường không ưu tiên?|1- Biển 1|2- Biển 2|3- Biển 3||274|2|6|1|1|1|1
Biển nào báo hiệu đường hai chiều?|1- Biển 1|2- Biển 2|3- Biển 3||277|1|6|1|1|1|1
Biển nào báo hiệu phải giảm tốc độ, nhường đường cho xe cơ giới đi ngược chiều qua đường hẹp?|1- Biển 1|2- Biển 2|3- Biển 3||277|2|6|1|1|1|1
Biển nào chỉ dẫn được ưu tiên qua đường hẹp?|1- Biển 1.|2- Biển 2.|3- Biển 3.|4- Biển 2 và 3.|277|4|6|1|1|1|1
Biển nào báo hiệu cấm xe mô tô ba bánh đi vào? |1- Biển 1 và 3.|2- Biển 1 và 2.|3- Biển 2 và 3.||280|2|6|1|1|1|1
Biển nào báo hiệu cấm xe mô tô 2 bánh đi vào|1- Biển 1.|2- Biển 2.|3- Biển 3.||281|1|6|1|1|1|1
Khi gặp biển nào thì xe mô tô hai bánh được đi vào?|1- Không biển nào|2- Biển 1 và 2.|3- Biển 2 và 3.|4- Cả ba biển.|280|4|6|2|1|1|1
Biển nào xe mô tô hai bánh được đi vào?|1- Biển 1 và 2.|2- Biển 1 và 3.|3- Biển 2 và 3.||283|2|6|1|1|1|1
Biển nào xe mô tô hai bánh không được đi vào?|1- Biển 1.|2- Biển 2.|3- Biển 3.||283|2|6|1|1|1|1
Ba biển này có ý nghĩa hiệu lực như thế nào?|1- Cấm các loại xe ở biển phụ đi vào.|2- Cấm các loại xe cơ giới đi vào trừ loại xe ở biển phụ.|||285|1|6|1|1|1|1
Biển nào cho phép ô tô con được vượt?|1- Biển 1 và 2.|2- Biển 2.|3- Biển 2 và 3.|4- Biển 1 và 3.|286|8|6|0|1|1|1
Biển nào không cho phép ô tô con vượt?|1- Biển 2.|2- Biển 1.|3- Biển 3.||286|1|6|0|1|1|1
Biển nào cấm ô tô tải vượt?|1- Biển 1.|2- Biển 1 và 2.|3- Biển 1 và 3.|4- Biển 2 và 3.|286|8|6|0|1|1|1
Biển nào cấm quay xe?|1- Biển 1.|2- Biển 2.|3- Không biển nào.||289|3|6|1|1|1|1
Biển nào cấm xe rẽ trái?|1- Biển 1.|2- Biển 2.|3- Cả hai biển.||289|1|6|2|1|1|1
Khi gặp biển nào xe được rẽ trái?|1- Biển 1.|2- Biển 2.|3- Không biển nào.||289|2|6|1|1|1|1
Biển nào cho phép xe rẽ trái?|1- Biển 1.|2- Biển 2.|3- Không biển nào.||292|4|6|0|1|1|1
Biển nào xe quay đầu không bị cấm?|1- Biển 1.|2- Biển 2.|3- Cả hai biển.||292|2|6|0|1|1|1
Biển nào xe được phép quay đầu nhưng không được rẽ trái?|1- Biển 1.|2- Biển 2.|3- Cả hai biển.||292|2|6|0|1|1|1
Biển nào cấm đi ngược chiều?|1- Biển 1.|2- Biển 2.|3- Cả hai biển.||295|2|6|0|1|0|1
Biển nào báo hiệu chiều dài đoạn đường phải giữ cự ly tối thiểu giữa hai xe?|1- Biển 1.|2- Biển 2.|3- Cả 2 biển.||296|1|6|0|1|1|1
Biển nào báo hiệu khoảng cách thực tế từ nơi đặt biển đến nơi cần cự ly tối thiểu giữa hai xe?|1- Biển 1.|2- Biển 2.|3- Cả hai biển.||296|2|6|0|1|1|1
Khi gặp biển nào xe ưu tiên theo luật định vẫn phải dừng lại?|1- Biển 1.|2- Biển 2.|3- Cả ba biển.||298|2|6|1|1|1|1
Trong các trường hợp dưới đây, người lái xe phải xử lý như thế nào khi gặp biển 2 \"STOP\"?|1- Dừng lại theo hiệu lệnh của người điều khiển giao thông khi có tàu hỏa sắp chạy qua.|2- Dừng lại khi có xe đi ngược chiều trên cầu hẹp, khi trên đường có nguy cơ mất an toàn giao thông.|3- Không phải dừng lại khi gặp hai trường hợp trên.||298|3|6|0|1|1|1
Biển nào báo cấm tất cả các loại xe cơ giới và thô sơ đi lại trên đường, trừ xe ưu tiên theo luật định (nếu đường vẫn cho xe chạy được)?|1- Biển 1.|2- Biển 2.|3- Cả hai biển.||300|1|6|0|1|1|1
Biển nào (đặt trước ngã ba, ngã tư) cho phép xe được rẽ sang hướng khác?|1- Biển 1.|2- Biển 2.|3- Không biển nào.||301|4|6|0|1|1|1
Biển nào báo hiệu hướng đi thẳng phải theo?|1- Biển 1.|2- Biển 2.|||302|1|6|0|1|1|1
Biển nào báo hiệu đường một chiều?|1- Biển 1.|2- Biển 2.|3- Cả hai biển.||302|2|6|0|1|1|1
Trong các biển dưới đây biển nào là biển hết hạn chế tốc độ tối đa?|1- Biển 1.|2- Biển 2.|3- Biển 3.|4- Cả ba biển.|304|1|6|0|1|1|1
Trong các biển dưới đây biển nào là báo hiệu hết hạn chế tốc độ tối thiểu?|1- Biển 1.|2- Biển 2.|3- Biển 3.|4- Cả ba biển.|304|4|6|0|1|1|1
Trong các biển dưới đây biển nào là  báo hiệu hết mọi lệnh cấm?|1- Biển 1.|2- Biển 2.|3- Biển 3.|4- Cả ba biển.|304|2|6|0|1|1|1
Biển nào báo hiệu đường dành cho ô tô?|1- Biển 1.|2- Biển 2.|||307|1|6|0|1|1|1
Biển nào báo hiệu hết đường dành cho ô tô?|1- Biển 2.|2- Biển 1.|||307|1|6|0|1|1|1
Khi gặp biển nào thì các phương tiện không được đi vào, trừ ô tô và mô tô?|1- Biển 1.|2- Biển 2.|||309|1|6|0|1|1|1
Biển nào cho phép được quay đầu xe đi theo hướng ngược lại khi đặt biển trước ngã ba, ngã tư?|1- Biển 1.|2- Biển 2.|3- Biển 3.|4- Không biển nào.|310|4|6|0|1|1|1
Biển nào không cho phép rẽ phải?|1- Biển 1.|2- Biển 3.|3- Biển 2.|4- Biển 1 và 3.|311|1|6|0|1|1|1
Khi đến chỗ giao nhau, gặp biển nào thì người lái xe không được cho xe đi thẳng, phải rẽ sang hướng khác?|1- Biển 1 và 3.|2- Biển 2 và 3.|3- Biển 1 và 2.|4- Cả ba biển.|311|4|6|1|1|1|1
Biển nào được đặt trước ngã ba, ngã tư và phạm vi tác dụng của biển ở ngã ba, ngã tư đằng sau mặt biển?|1- Biển 1 và 2.|2- Biển 2.|3- Biển 1 và 3.||310|4|6|0|1|1|1
Biển nào được đặt sau ngã ba, ngã tư và phạm vi tác dụng của biển ở ngã ba, ngã tư trước mặt biển?|1- Biển 1.|2- Biển 3.|3- Biển 2.||311|4|6|0|1|1|1
Khi gặp các biển này xe ưu tiên theo luật định (có tải trọng hay chiều cao toàn bộ vượt quá chỉ số ghi trên biển) có được phép đi qua hay không?|1- Được phép.|2- Không được phép.|||315|2|6|0|1|0|1
Biển nào hạn chế kích thước chiều cao của xe và hàng?|1- Biển 1.|2- Biển 2.|3- Biển 3.||315|1|6|0|1|1|1
Biển số 2 có ý nghĩa như thế nào?|1- Cho phép ô tô có tải trọng trục lớn hơn 7 tấn đi qua.|2- Cho phép ô tô có trọng lượng trên trục xe từ 7 tấn trở xuống đi qua.|||315|2|6|0|1|1|1
Biển số 3 có ý nghĩa như thế nào?|1- Cấm các loại xe có trọng lượng toàn bộ (xe và hàng) trên 10 tấn đi qua.|2- Hạn chế tải trọng hàng hóa chở trên xe.|3- Hạn chế trọng lượng trên trục xe.||315|1|6|0|1|1|1
Biển này có ý nghĩa gì?|1- Chỉ hướng đi.|2- Biển chỉ dẫn cho người lái xe biết số lượng làn đường trên mặt đường và hướng đi trên mỗi làn đường theo vạch kẻ đường.|3- Chỉ hướng đường.||319|2|6|0|1|1|1
Biển nào cấm máy kéo kéo theo rơ moóc?|1- Biển 1.|2- Biển 2.|3- Không biển nào.||320|3|6|0|1|1|1
Khi gặp biển số 1, xe ô tô tải có được đi vào không?|1- Được đi vào.|2- Không được đi vào.|||321|1|6|0|1|1|1
Biển nào không có hiệu lực đối với ô tô tải không kéo moóc?|1- Biển 1 và 2.|2- Biển 2 và 3.|3- Cả ba biển.|4- Biển 1 và 3.|322|1|6|0|1|1|1
Biển nào cấm máy kéo?|1- Biển 1.|2- Biển 1 và 2.|3- Cả ba biển.|4- Biển 2 và 3.|321|8|6|0|1|1|1
Khi gặp biển này, xe lam và mô tô ba bánh có được phép rẽ trái hay rẽ phải hay không?|1- Được phép.|2- Không được phép.|||324|2|6|1|1|1|1
Biển này có hiệu lực đối với xe mô tô hai, ba bánh không?|1- Có.|2- Không.|||324|1|6|2|1|1|1
Biển này có ý nghĩa gì?|1- Cấm xe cơ giới (trừ xe ưu tiên theo Luật định) đi thẳng.|2- Cấm xe ô tô và mô tô (trừ xe ưu tiên theo Luật định) đi về bên trái và bên phải.|3- Hướng trái và phải không cấm xe cơ giới.||324|2|6|0|1|1|1
Biển phụ đặt dưới biển cấm bóp còi có ý nghĩa gì?|1- Báo khoảng cách đến nơi cấm bóp còi.|2- Chiều dài đoạn đường cấm bóp còi từ nơi đặt biển.|3- Báo cấm dùng còi có độ vang xa 500m.||327|2|6|0|1|1|1
Chiều dài đoạn đường 500m từ nơi đặt biển này người lái xe có được phép bấm còi không?|1- Được phép.|2- Không được phép.|||327|2|6|0|1|1|1
Biển này có ý nghĩa gì?|1- Cấm dừng xe về hướng bên phải.|2- Cấm đỗ xe và cấm dừng xe theo hướng bên phải.|3- Được phép đỗ xe và dừng xe theo hướng bên phải.||329|2|6|0|1|1|1
Theo hướng bên phải có được phép đỗ xe, dừng xe không?|1- Không được phép.|2- Được phép.|||329|1|6|0|1|1|1
Gặp biển này, xe ô tô sơ mi rơ moóc có tổng chiều dài lớn hơn trị số ghi trên biển có được phép đi vào không?|1- Không được phép.|2- Được phép.|||331|1|6|0|1|1|1
Xe ô tô chở hàng vượt quá phía trước và sau thùng xe, mỗi phía quá 10% chiều dài toàn bộ xe, tổng chiều dài xe (cả hàng) từ trước đến sau nhỏ hơn trị số ghi trên biển thì có được phép đi vào không?|1- Không được phép.|2- Được phép.|||331|1|6|0|1|1|1
Biển nào cấm xe đạp đi vào?|1- Biển 1.|2- Biển 2.|3- Biển 3.||333|2|6|0|1|1|1
Biển nào báo hiệu đường dành cho xe thô sơ?|1- Biển 1.|2- Biển 2.|3- Biển 3.||333|1|6|0|1|1|1
Biển nào báo hiệu phần đường dành cho người tàn tật?|1- Biển 1.|2- Biển 2.|3- Biển 3.||335|2|6|0|1|0|1
Biển nào cấm xe tải vượt?|1- Biển 1.|2- Biển 2.|3- Không biển nào.||336|3|6|0|1|1|1
Biển nào xe ô tô con được phép vượt?|1- Biển 2.|2- Biển 1.|||336|1|6|0|1|1|1
Biển nào báo hiệu đường đôi?|1- Biển 1.|2- Biển 2.|3- Biển 3.||338|2|6|0|1|1|1
Biển nào báo hiệu đường đôi?|1- Biển 1.|2- Biển 2.|3- Biển 3.||339|4|6|0|1|1|1
Biển nào báo hiệu hết đường đôi?|1- Biển 2.|2- Biển 1.|3- Biển 3.||340|4|6|0|1|1|1
Biển nào báo hiệu hết đường cao tốc?|1- Biển 1.|2- Biển 2.|3- Biển 3.||341|2|6|0|1|1|1
Biển nào báo hiệu giao nhau với đường hai chiều?|1- Biển 1.|2- Biển 2.|3- Biển 3.||342|1|6|0|1|1|1
Biển nào báo hiệu đường hai chiều?|1- Biển 1.|2- Biển 2.|3- Biển 3.||343|2|6|0|1|1|1
Biển nào báo hiệu giao nhau với đường hai chiều?|1- Biển 1.|2- Biển 2.|3- Biển 3.||344|2|6|0|1|1|1
Biển nào báo hiệu cầu vượt liên thông?|1- Biển 2 và 3.|2- Biển 1 và 2.|3- Biển 1 và 3.|4- Cả ba biển.|345|4|6|1|1|1|1
Biển nào báo hiệu chú ý chướng ngại vật?|1- Biển 1.|2- Biển 2 và 3.|3- Cả ba biển.||346|2|6|0|1|1|1
Biển nào báo hiệu đoạn đường hay xảy ra tai nạn?|1- Biển 1.|2- Biển 2.|3- Biển 2 và 3.||347|2|6|2|1|1|1
Biển số 1 có ý nghĩa gì?|1- Đi thẳng hoặc rẽ trái trên cầu vượt.|2- Đi thẳng hoặc rẽ phải trên cầu vượt.|3- Báo hiệu cầu vượt liên thông.||348|4|6|0|1|1|1
Biển nào báo hiệu tuyến đường cầu vượt cắt qua?|1- Biển 1 và 2.|2- Biển 1 và 3.|3- Biển 2 và 3.||349|1|6|1|1|1|1
Biển nào báo hiệu đường hầm?|1- Cả ba biển.|2- Biển 2 và 3.|3- Biển 2.||350|4|6|0|1|1|1
Biển nào chỉ dẫn tên đường trên các tuyến đường đối ngoại?|1- Biển 1.|2- Biển 2.|3- Biển 3.|4- Biển 1 và 2.|351|4|6|1|1|1|1
Biển số 1 có ý nghĩa gì?|1- Biển chỉ dẫn hết hiệu lực khu vực cấm đỗ xe theo giờ trên các tuyến đường đối ngoại.|2- Biển chỉ dẫn hết hiệu lực khu vực đỗ xe trên các tuyến đường đối ngoại.|3- Biển chỉ dẫn khu vực đỗ xe trên các tuyến đường đối ngoại.||352|1|6|0|1|1|1
Biển số 3 có ý nghĩa gì?|1- Biển chỉ dẫn khu vực cấm đỗ xe trên các tuyến đường đối ngoại.|2- Biển chỉ dẫn khu vực đỗ xe trên các tuyến đường đối ngoại.|3- Biển chỉ dẫn khu vực hạn chế tốc độ tối đa trên các tuyến đường đối ngoại.|4- Biển chỉ dẫn hết hiệu lực khu vực cấm đỗ xe theo giờ trên các tuyến đường đối ngoại.|353|4|6|0|1|1|1
Biển nào báo hiệu đường có làn đường dành cho ô tô khách?|1- Biển 1.|2- Biển 2.|3- Biển 3.||354|2|6|0|1|1|1
Biển nào báo hiệu rẽ ra đường có làn đường dành cho ô tô khách?|1- Biển 1.|2- Biển 2.|3- Biển 3.||354|4|6|0|1|0|1
Thứ tự các xe đi như thế nào là đúng quy tắc giao thông?|1- Xe tải, xe lam, xe con, mô tô.|2- Xe tải, mô tô, xe lam, xe con.|3- Xe lam, xe tải, xe con, mô tô.|4- Mô tô, xe lam, xe tải, xe con.|356|2|7|1|1|2|1
Thứ tự các xe đi như thế nào là đúng quy tắc giao thông?|1- Xe công an, xe con, xe tải, xe lam.|2- Xe công an, xe lam, xe con, xe tải.|3- Xe công an, xe tải, xe lam, xe con.|4- Xe con, xe công an, xe tải, xe lam.|357|1|7|0|1|1|1
Theo hướng mũi tên, thứ tự các xe đi như thế nào là đúng quy tắc giao thông?|1- Xe tải, xe công an, xe khách, xe con.|2- Xe công an, xe khách, xe con, xe tải.|3- Xe công an, xe con, xe tải, xe khách.|4- Xe công an, xe tải, xe khách, xe con.|358|8|7|0|1|1|2
Thứ tự các xe đi như thế nào là đúng quy tắc giao thông?|1- Xe tải, xe lam, mô tô.|2- Xe lam, xe tải, mô tô.|3- Mô tô, xe lam, xe tải.|4- Xe lam, mô tô, xe tải.|359|4|7|1|1|1|2
Xe nào phải nhường đường trong trường hợp này?|1- Xe con.|2- Xe tải.|||360|1|7|0|1|1|2
Trường hợp này xe nào được quyền đi trước?|1- Mô tô.|2- Xe con.|||361|2|7|1|1|1|2
Thứ tự các xe đi như thế nào là đúng quy tắc giao thông?|1- Xe lam, xe cứu thương, xe con.|2- Xe cứu thương, xe con, xe lam.|3- Xe con, xe lam, xe cứu thương.||362|1|7|1|1|1|2
Thứ tự các xe đi như thế nào cho đúng quy tắc giao thông?|1- Xe cứu thương, xe cứu hỏa, xe con.|2- Xe cứu hỏa, xe cứu thương, xe con.|3- Xe cứu thương, xe con, xe cứu hỏa.||363|2|7|0|1|1|1
Xe nào được quyền đi trước trong trường hợp này?|1- Mô tô.|2- Xe cứu thương.|||364|2|7|1|1|1|1
Xe nào phải nhường đường đi cuối cùng qua nơi giao nhau này?|1- Xe khách.|2- Xe tải.|3- Xe con.||365|1|7|0|1|1|1
Xe nào phải nhường đường là đúng quy tắc giao thông?|1- Xe con.|2- Xe tải.|||366|1|7|0|1|1|1
Xe nào được quyền đi trước trong trường hợp này?|1- Xe công an.|2- Xe chữa cháy.|||367|2|7|0|1|1|1
Theo tín hiệu đèn, xe nào được phép đi?|1- Xe con và xe khách.|2- Mô tô.|||368|1|7|1|1|1|1
Theo tín hiệu đèn, xe nào được quyền đi là đúng quy tắc giao thông?|1- Xe khách, mô tô.|2- Xe tải, mô tô.|3- Xe con, xe tải.||369|4|7|2|1|1|1
Trong trường hợp này xe nào được quyền đi trước?|1- Xe công an.|2- Xe quân sự.|||370|2|7|0|1|1|1
Theo tín hiệu đèn, xe tải đi theo hướng nào là đúng quy tắc giao thông?|1- Hướng 2, 3, 4.|2- Chỉ hướng 1.|3- Hướng 1 và 2.|4- Hướng 3 và 4.|371|2|7|0|1|1|1
Các xe đi theo hướng mũi tên, xe nào vi phạm quy tắc giao thông?|1- Xe khách, xe tải, mô tô.|2- Xe tải, xe con, mô tô.|3- Xe khách, xe con, mô tô.||372|1|7|1|1|1|1
Thứ tự các xe đi như thế nào là đúng quy tắc giao thông?|1- Xe khách, xe tải, mô tô, xe con.|2- Xe con, xe khách, xe tải, mô tô.|3- Mô tô, xe tải, xe khách, xe con.|4- Mô tô, xe tải, xe con, xe khách.|373|4|7|1|1|1|1
Trường hợp này xe nào đỗ vi phạm quy tắc giao thông?|1- Xe tải.|2- Xe con và mô tô.|3- Cả ba xe.|4- Xe con và xe tải.|374|1|7|1|1|1|1
Xe nào được quyền đi trước?|1- Xe tải.|2- Xe con.|3- Xe lam.||375|2|7|1|1|0|1
Theo hướng mũi tên, những hướng nào xe gắn máy đi được?|1- Cả ba hướng.|2- Hướng 1 và 3.|3- Chỉ hướng 1.||376|1|7|1|1|2|1
Xe nào đỗ vi phạm quy tắc giao thông?|1- Cả hai xe.|2- Không xe nào vi phạm.|3- Chỉ xe mô tô vi phạm.|4- Chỉ xe tải vi phạm.|377|1|7|1|1|1|1
Xe nào đỗ vi phạm quy tắc giao thông?|1- Chỉ mô tô.|2- Chỉ xe tải.|3- Cả ba xe.|4- Chỉ mô tô và xe tải.|378|4|7|1|1|1|1
Xe tải kéo xe mô tô 3 bánh như hình này có đúng quy tắc giao thông không?|1- Đúng.|2- Không đúng.|||379|2|7|1|1|1|1
Theo hướng mũi tên, hướng nào xe không được phép đi?|1- Hướng 2 và 5.|2- Chỉ hướng 1.|||380|2|7|0|1|1|1
Theo hướng mũi tên, những hướng nào ô tô không được phép đi?|1- Hướng 1 và 2.|2- Chỉ hướng 1.|3- Hướng 1 và 4.|4- Hướng 2 và 3.|381|8|7|0|1|1|1
Xe nào vượt đúng quy tắc giao thông?|1- Cả 2 xe đều không đúng.|2- Xe con.|3- Xe khách.|4- Cả hai xe đều không đúng.|382|6|7|0|1|1|1
Theo hướng mũi tên, gặp biển hướng đi phải theo đặt trước ngã tư, những hướng nào xe được phép đi?|1- Hướng 2 và 3.|2- Hướng 1, 2 và 3.|3- Hướng 1 và 3.||383|1|7|0|1|1|1
Xe kéo nhau như hình này có vi phạm quy tắc giao thông không?|1- Không.|2- Vi phạm.|||384|2|7|0|1|1|1
Xe nào phải nhường đường trong trường hợp này?|1- Xe khách.|2- Xe tải.|||385|1|7|0|1|1|1
Xe nào được quyền đi trước trong trường hợp này?|1- Xe lam.|2- Xe xích lô.|||386|2|7|1|1|1|1
Xe kéo nhau trong trường hợp này đúng quy định không?|1- Không đúng.|2- Đúng.|||387|1|7|0|1|1|1
Theo hướng mũi tên, những hướng nào ô tô con được phép đi?|1- Hướng 1.|2- Hướng 1, 3 và 4.|3- Hướng 2, 3 và 4.|4- Cả bốn hướng.|388|2|7|0|1|1|1
Thứ tự các xe đi như thế nào là đúng quy tắc giao thông?|1- Xe lam, mô tô, xe con, xe đạp.|2- Xe con, xe đạp, mô tô, xe lam.|3- Xe lam, xe con, mô tô + xe đạp.|4- Mô tô + xe đạp, xe lam, xe con.|389|8|7|2|1|1|1
Theo hướng mũi tên, những hướng nào xe tải được phép đi?|1- Chỉ hướng 1.|2- Hướng 1, 3 và 4.|3- Hướng 1, 2 và 3.|4- Cả bốn hướng.|390|1|7|0|1|1|1
Những hướng nào xe tải được phép đi?|1- Cả ba hướng.|2- Hướng 2 và 3.|||391|2|7|0|1|1|1
Những hướng nào ô tô tải được phép đi?|1- Chỉ hướng 1.|2- Hướng 1 và 4.|3- Hướng 1 và 5.|4- Hướng 1, 4 và 5.|392|4|7|0|1|1|1
Những hướng nào ô tô tải được phép đi?|1- Cả bốn hướng.|2- Trừ hướng 2.|3- Hướng 2, 3 và 4.|4- Trừ hướng 4.|393|2|7|0|1|1|1
Xe nào được quyền đi trước trong trường hợp này?|1- Mô tô.|2- Xe con.|||394|1|7|1|1|1|1
Ô tô con đi theo chiều mũi tên có vi phạm quy tắc giao thông không?|1- Không vi phạm.|2- Vi phạm.|||395|2|7|0|1|0|1
Xe nào vi phạm quy tắc giao thông?|1- Xe khách.|2- Mô tô.|3- Xe con.|4- Xe con và mô tô.|396|4|7|1|1|2|1
Các xe đi như thế nào là đúng quy tắc giao thông?|1- Các xe ở phía tay phải và tay trái của người điều khiển được phép đi thẳng.|2- Cho phép các xe ở mọi hướng được rẽ phải.|3- Tất cả các xe phải dừng lại ở trước ngã tư, trừ những xe đã ở trong ngã tư được phép tiếp tục đi.||397|4|7|1|1|1|1
Theo hướng mũi tên, xe nào được phép đi?|1- Mô tô, xe con.|2- Xe con, xe tải.|3- Mô tô, xe tải.|4- Cả ba xe.|398|4|7|1|1|1|1
Xe con vượt xe tải như trường hợp này có đúng không?|1- Đúng.|2- Không đúng.|||399|1|7|0|1|1|1
Xe nào vượt đúng quy tắc giao thông?|1- Xe tải.|2- Cả hai xe.|3- Xe con.||400|4|7|0|1|1|1
Đi theo hướng mũi tên, xe nào vi phạm quy tắc giao thông?|1- Xe chữa cháy.|2- Xe tải.|3- Cả hai xe.||401|2|7|0|1|1|1
Thứ tự các xe đi như thế nào là đúng quy tắc giao thông?|1- Xe khách, xe tải, xe con.|2- Xe con và xe tải, xe khách.|3- Xe tải, xe khách, xe con.||402|4|7|0|1|1|1
Thứ tự các xe đi như thế nào là đúng quy tắc giao thông?|1- Xe khách và xe tải, xe con.|2- Xe tải, xe khách, xe con.|3- Xe con, xe khách, xe tải.||403|1|7|0|1|1|1
Những hướng nào ô tô tải được phép đi?|1- Cả bốn hướng.|2- Chỉ hướng 1 và 2.|3- Trừ hướng 4.||404|4|7|0|1|1|1
Theo hướng mũi tên, thứ tự các xe đi như thế nào là đúng?|1- Xe công an, xe con, xe tải, xe khách.|2- Xe con, xe khách và xe công an, xe tải.|3- Xe công an, xe con, xe khách, xe tải.|4- Xe con, xe tải, xe khách, xe công an.|405|1|7|0|1|1|1
Những hướng nào ô tô tải được phép đi?|1- Cả bốn hướng.|2- Hướng 1, 2 và 3.|3- Hướng 1 và 4.||406|4|7|0|1|1|1
